,interactor1,interactor2
776,NP_462344.1,NP_462469.1
777,NP_462469.1,NP_463110.1
778,NP_459017.1,NP_462469.1
779,NP_462177.1,NP_462230.1
780,NP_462230.1,NP_463023.1
781,NP_462230.1,NP_462319.1
782,NP_462230.1,NP_462255.1
783,NP_462230.1,NP_462343.1
784,NP_460786.1,NP_462230.1
785,NP_459017.1,NP_462230.1
786,NP_460305.1,NP_462320.1
787,NP_459221.1,NP_460305.1
788,NP_460305.1,NP_462332.1
789,NP_460305.1,NP_462344.1
790,NP_460305.1,NP_463019.1
791,NP_459957.1,NP_460305.1
792,NP_460035.1,NP_461583.1
793,NP_461583.1,NP_463229.1
794,NP_461583.1,NP_462322.1
795,NP_461583.1,NP_462351.1
796,NP_461583.1,NP_463252.1
797,NP_461583.1,NP_462327.1
798,NP_461583.1,NP_462320.1
799,NP_461583.1,NP_462338.1
800,NP_461583.1,NP_463255.1
801,NP_461583.1,NP_462329.1
802,NP_461583.1,NP_462344.1
803,NP_461583.1,NP_462341.1
804,NP_461583.1,NP_463019.1
805,NP_461583.1,NP_461587.1
806,NP_460171.1,NP_461583.1
807,NP_461583.1,NP_462193.3
808,NP_460678.1,NP_461583.1
809,NP_460157.1,NP_461583.1
810,NP_459621.1,NP_463019.1
811,NP_460213.1,NP_463019.1
812,NP_460793.1,NP_463019.1
813,NP_460947.1,NP_463019.1
814,NP_462550.1,NP_463019.1
815,NP_459621.1,NP_462320.1
816,NP_459920.1,NP_462320.1
817,NP_460947.1,NP_462320.1
818,NP_462320.1,NP_462550.1
819,NP_459237.1,NP_459621.1
820,NP_459237.1,NP_459920.1
821,NP_459237.1,NP_460947.1
822,NP_459621.1,NP_460678.1
823,NP_459920.1,NP_460678.1
824,NP_460678.1,NP_460947.1
825,NP_459621.1,NP_460157.1
826,NP_459920.1,NP_460157.1
827,NP_460157.1,NP_460947.1
828,NP_459920.1,NP_460035.1
829,NP_460035.1,NP_460947.1
830,NP_459920.1,NP_463229.1
831,NP_460947.1,NP_463229.1
832,NP_459920.1,NP_460567.1
833,NP_459621.1,NP_462322.1
834,NP_459920.1,NP_462322.1
835,NP_460947.1,NP_462322.1
836,NP_459621.1,NP_462351.1
837,NP_459920.1,NP_462351.1
838,NP_460947.1,NP_462351.1
839,NP_462351.1,NP_462550.1
840,NP_459621.1,NP_462327.1
841,NP_459920.1,NP_462327.1
842,NP_460793.1,NP_462327.1
843,NP_460947.1,NP_462327.1
844,NP_462327.1,NP_462550.1
845,NP_459621.1,NP_462338.1
846,NP_459920.1,NP_462338.1
847,NP_460793.1,NP_462338.1
848,NP_460947.1,NP_462338.1
849,NP_462338.1,NP_462550.1
850,NP_459221.1,NP_459621.1
851,NP_459221.1,NP_459920.1
852,NP_459221.1,NP_460947.1
853,NP_459621.1,NP_459956.1
854,NP_459920.1,NP_459956.1
855,NP_459956.1,NP_460947.1
856,NP_459956.1,NP_462550.1
857,NP_459621.1,NP_462344.1
858,NP_459920.1,NP_462344.1
859,NP_460947.1,NP_462344.1
860,NP_462344.1,NP_462550.1
861,NP_459621.1,NP_462341.1
862,NP_459920.1,NP_462341.1
863,NP_460947.1,NP_462341.1
864,NP_462341.1,NP_462550.1
865,NP_459621.1,NP_463019.1
866,NP_459920.1,NP_463019.1
867,NP_460947.1,NP_463019.1
868,NP_462550.1,NP_463019.1
869,NP_459621.1,NP_462807.1
870,NP_459920.1,NP_462807.1
871,NP_460947.1,NP_462807.1
872,NP_462550.1,NP_462807.1
873,NP_459621.1,NP_462195.1
874,NP_459920.1,NP_462195.1
875,NP_460947.1,NP_462195.1
876,NP_459621.1,NP_462193.3
877,NP_459920.1,NP_462193.3
878,NP_460947.1,NP_462193.3
879,NP_459621.1,NP_459920.1
880,NP_459920.1,NP_460793.1
881,NP_459920.1,NP_460947.1
882,NP_459920.1,NP_462550.1
883,NP_459621.1,NP_460947.1
884,NP_459621.1,NP_462550.1
885,NP_459621.1,NP_460793.1
886,NP_459621.1,NP_459920.1
887,NP_459920.1,NP_460793.1
888,NP_459920.1,NP_460947.1
889,NP_459920.1,NP_462550.1
890,NP_460793.1,NP_460947.1
891,NP_460793.1,NP_462550.1
892,NP_459157.1,NP_459920.1
893,NP_459157.1,NP_460947.1
894,NP_459621.1,NP_463168.1
895,NP_460793.1,NP_463168.1
896,NP_460947.1,NP_463168.1
897,NP_462550.1,NP_463168.1
898,NP_459621.1,NP_460678.1
899,NP_460213.1,NP_460678.1
900,NP_460678.1,NP_460793.1
901,NP_460678.1,NP_460947.1
902,NP_460678.1,NP_462550.1
903,NP_459621.1,NP_460035.1
904,NP_460035.1,NP_460793.1
905,NP_460035.1,NP_460947.1
906,NP_460035.1,NP_462550.1
907,NP_459621.1,NP_463229.1
908,NP_460213.1,NP_463229.1
909,NP_460793.1,NP_463229.1
910,NP_460947.1,NP_463229.1
911,NP_462550.1,NP_463229.1
912,NP_459141.1,NP_459621.1
913,NP_459141.1,NP_460213.1
914,NP_459141.1,NP_460793.1
915,NP_459141.1,NP_460947.1
916,NP_459141.1,NP_462550.1
917,NP_459621.1,NP_462351.1
918,NP_459920.1,NP_462351.1
919,NP_460213.1,NP_462351.1
920,NP_460793.1,NP_462351.1
921,NP_460947.1,NP_462351.1
922,NP_462351.1,NP_462550.1
923,NP_459621.1,NP_462320.1
924,NP_459920.1,NP_462320.1
925,NP_460213.1,NP_462320.1
926,NP_460793.1,NP_462320.1
927,NP_460947.1,NP_462320.1
928,NP_462320.1,NP_462550.1
929,NP_459621.1,NP_459956.1
930,NP_459920.1,NP_459956.1
931,NP_459956.1,NP_460213.1
932,NP_459956.1,NP_460793.1
933,NP_459956.1,NP_460947.1
934,NP_459956.1,NP_462550.1
935,NP_459621.1,NP_462344.1
936,NP_459920.1,NP_462344.1
937,NP_460213.1,NP_462344.1
938,NP_460793.1,NP_462344.1
939,NP_460947.1,NP_462344.1
940,NP_462344.1,NP_462550.1
941,NP_459621.1,NP_462341.1
942,NP_459920.1,NP_462341.1
943,NP_460213.1,NP_462341.1
944,NP_460793.1,NP_462341.1
945,NP_460947.1,NP_462341.1
946,NP_462341.1,NP_462550.1
947,NP_459621.1,NP_463019.1
948,NP_459920.1,NP_463019.1
949,NP_460213.1,NP_463019.1
950,NP_460793.1,NP_463019.1
951,NP_460947.1,NP_463019.1
952,NP_462550.1,NP_463019.1
953,NP_459621.1,NP_462807.1
954,NP_459920.1,NP_462807.1
955,NP_460213.1,NP_462807.1
956,NP_460793.1,NP_462807.1
957,NP_460947.1,NP_462807.1
958,NP_462550.1,NP_462807.1
959,NP_459621.1,NP_462195.1
960,NP_460213.1,NP_462195.1
961,NP_460793.1,NP_462195.1
962,NP_460947.1,NP_462195.1
963,NP_462195.1,NP_462550.1
964,NP_459621.1,NP_460600.3
965,NP_460213.1,NP_460600.3
966,NP_460600.3,NP_460793.1
967,NP_460600.3,NP_460947.1
968,NP_460600.3,NP_462550.1
969,NP_459621.1,NP_462207.1
970,NP_460213.1,NP_462207.1
971,NP_460793.1,NP_462207.1
972,NP_460947.1,NP_462207.1
973,NP_462207.1,NP_462550.1
974,NP_459621.1,NP_461718.1
975,NP_460793.1,NP_461718.1
976,NP_460947.1,NP_461718.1
977,NP_461718.1,NP_462550.1
978,NP_459621.1,NP_462737.1
979,NP_460213.1,NP_462737.1
980,NP_460793.1,NP_462737.1
981,NP_460947.1,NP_462737.1
982,NP_462550.1,NP_462737.1
983,NP_459159.1,NP_459621.1
984,NP_459159.1,NP_459920.1
985,NP_459159.1,NP_460793.1
986,NP_459159.1,NP_460947.1
987,NP_459159.1,NP_462550.1
988,NP_459621.1,NP_462737.1
989,NP_459920.1,NP_462737.1
990,NP_460793.1,NP_462737.1
991,NP_460947.1,NP_462737.1
992,NP_462550.1,NP_462737.1
993,NP_459621.1,NP_460793.1
994,NP_459621.1,NP_460947.1
995,NP_459621.1,NP_462550.1
996,NP_460793.1,NP_462550.1
997,NP_460947.1,NP_462550.1
998,NP_459621.1,NP_462550.1
999,NP_459920.1,NP_462550.1
1000,NP_460793.1,NP_462550.1
1001,NP_460947.1,NP_462550.1
1002,NP_459158.2,NP_459621.1
1003,NP_459158.2,NP_459920.1
1004,NP_459158.2,NP_460793.1
1005,NP_459158.2,NP_460947.1
1006,NP_459158.2,NP_462550.1
1007,NP_459157.1,NP_459621.1
1008,NP_459157.1,NP_459920.1
1009,NP_459157.1,NP_460793.1
1010,NP_459157.1,NP_460947.1
1011,NP_459157.1,NP_462550.1
1012,NP_459621.1,NP_462497.1
1013,NP_460793.1,NP_462497.1
1014,NP_460947.1,NP_462497.1
1015,NP_462497.1,NP_462550.1
1016,NP_459621.1,NP_461583.1
1017,NP_460793.1,NP_461583.1
1018,NP_460947.1,NP_461583.1
1019,NP_461583.1,NP_462550.1
1020,NP_459621.1,NP_460678.1
1021,NP_460678.1,NP_460793.1
1022,NP_460678.1,NP_460947.1
1023,NP_460678.1,NP_462550.1
1024,NP_459621.1,NP_460157.1
1025,NP_460157.1,NP_460793.1
1026,NP_460157.1,NP_460947.1
1027,NP_460157.1,NP_462550.1
1028,NP_459621.1,NP_460035.1
1029,NP_460035.1,NP_460793.1
1030,NP_460035.1,NP_460947.1
1031,NP_460035.1,NP_462550.1
1032,NP_459621.1,NP_463229.1
1033,NP_460793.1,NP_463229.1
1034,NP_460947.1,NP_463229.1
1035,NP_462550.1,NP_463229.1
1036,NP_459621.1,NP_462322.1
1037,NP_460793.1,NP_462322.1
1038,NP_460947.1,NP_462322.1
1039,NP_462322.1,NP_462550.1
1040,NP_459621.1,NP_462351.1
1041,NP_459920.1,NP_462351.1
1042,NP_460793.1,NP_462351.1
1043,NP_460947.1,NP_462351.1
1044,NP_462351.1,NP_462550.1
1045,NP_459621.1,NP_462327.1
1046,NP_459920.1,NP_462327.1
1047,NP_460793.1,NP_462327.1
1048,NP_460947.1,NP_462327.1
1049,NP_462327.1,NP_462550.1
1050,NP_459621.1,NP_462320.1
1051,NP_459920.1,NP_462320.1
1052,NP_460793.1,NP_462320.1
1053,NP_460947.1,NP_462320.1
1054,NP_462320.1,NP_462550.1
1055,NP_459221.1,NP_459621.1
1056,NP_459221.1,NP_460793.1
1057,NP_459221.1,NP_460947.1
1058,NP_459221.1,NP_462550.1
1059,NP_459621.1,NP_459956.1
1060,NP_459920.1,NP_459956.1
1061,NP_459956.1,NP_460793.1
1062,NP_459956.1,NP_460947.1
1063,NP_459956.1,NP_462550.1
1064,NP_459621.1,NP_462255.1
1065,NP_459920.1,NP_462255.1
1066,NP_460793.1,NP_462255.1
1067,NP_460947.1,NP_462255.1
1068,NP_462255.1,NP_462550.1
1069,NP_459621.1,NP_462332.1
1070,NP_459920.1,NP_462332.1
1071,NP_460793.1,NP_462332.1
1072,NP_460947.1,NP_462332.1
1073,NP_462332.1,NP_462550.1
1074,NP_459621.1,NP_462344.1
1075,NP_459920.1,NP_462344.1
1076,NP_460793.1,NP_462344.1
1077,NP_460947.1,NP_462344.1
1078,NP_462344.1,NP_462550.1
1079,NP_459621.1,NP_462341.1
1080,NP_459920.1,NP_462341.1
1081,NP_460793.1,NP_462341.1
1082,NP_460947.1,NP_462341.1
1083,NP_462341.1,NP_462550.1
1084,NP_459621.1,NP_463019.1
1085,NP_459920.1,NP_463019.1
1086,NP_460793.1,NP_463019.1
1087,NP_460947.1,NP_463019.1
1088,NP_462550.1,NP_463019.1
1089,NP_459621.1,NP_462807.1
1090,NP_459920.1,NP_462807.1
1091,NP_460793.1,NP_462807.1
1092,NP_460947.1,NP_462807.1
1093,NP_462550.1,NP_462807.1
1094,NP_459621.1,NP_462195.1
1095,NP_460793.1,NP_462195.1
1096,NP_460947.1,NP_462195.1
1097,NP_462195.1,NP_462550.1
1098,NP_459621.1,NP_460600.3
1099,NP_460600.3,NP_460793.1
1100,NP_460600.3,NP_460947.1
1101,NP_460600.3,NP_462550.1
1102,NP_459621.1,NP_462193.3
1103,NP_460793.1,NP_462193.3
1104,NP_460947.1,NP_462193.3
1105,NP_462193.3,NP_462550.1
1106,NP_459621.1,NP_463238.3
1107,NP_460793.1,NP_463238.3
1108,NP_460947.1,NP_463238.3
1109,NP_462550.1,NP_463238.3
1110,NP_459237.1,NP_459621.1
1111,NP_459237.1,NP_460793.1
1112,NP_459237.1,NP_460947.1
1113,NP_459237.1,NP_462550.1
1114,NP_459621.1,NP_462344.1
1115,NP_459920.1,NP_462344.1
1116,NP_460213.1,NP_462344.1
1117,NP_460793.1,NP_462344.1
1118,NP_460947.1,NP_462344.1
1119,NP_462344.1,NP_462550.1
1120,NP_459621.1,NP_460678.1
1121,NP_459920.1,NP_460678.1
1122,NP_460213.1,NP_460678.1
1123,NP_460678.1,NP_460793.1
1124,NP_460678.1,NP_460947.1
1125,NP_460678.1,NP_462550.1
1126,NP_459621.1,NP_460157.1
1127,NP_459920.1,NP_460157.1
1128,NP_460157.1,NP_460213.1
1129,NP_460157.1,NP_460793.1
1130,NP_460157.1,NP_460947.1
1131,NP_460157.1,NP_462550.1
1132,NP_459621.1,NP_460035.1
1133,NP_460035.1,NP_460793.1
1134,NP_460035.1,NP_460947.1
1135,NP_460035.1,NP_462550.1
1136,NP_459621.1,NP_459795.1
1137,NP_459795.1,NP_460793.1
1138,NP_459795.1,NP_460947.1
1139,NP_459795.1,NP_462550.1
1140,NP_459621.1,NP_462320.1
1141,NP_459920.1,NP_462320.1
1142,NP_460213.1,NP_462320.1
1143,NP_460793.1,NP_462320.1
1144,NP_460947.1,NP_462320.1
1145,NP_462320.1,NP_462550.1
1146,NP_459621.1,NP_462343.1
1147,NP_459920.1,NP_462343.1
1148,NP_460213.1,NP_462343.1
1149,NP_460793.1,NP_462343.1
1150,NP_460947.1,NP_462343.1
1151,NP_462343.1,NP_462550.1
1152,NP_459621.1,NP_463019.1
1153,NP_459920.1,NP_463019.1
1154,NP_460213.1,NP_463019.1
1155,NP_460793.1,NP_463019.1
1156,NP_460947.1,NP_463019.1
1157,NP_462550.1,NP_463019.1
1158,NP_459599.1,NP_459621.1
1159,NP_459599.1,NP_460793.1
1160,NP_459599.1,NP_460947.1
1161,NP_459599.1,NP_462550.1
1162,NP_459621.1,NP_462737.1
1163,NP_460793.1,NP_462737.1
1164,NP_460947.1,NP_462737.1
1165,NP_462550.1,NP_462737.1
1166,NP_459621.1,NP_462193.3
1167,NP_459920.1,NP_462193.3
1168,NP_460213.1,NP_462193.3
1169,NP_460793.1,NP_462193.3
1170,NP_460947.1,NP_462193.3
1171,NP_462193.3,NP_462550.1
1172,NP_459621.1,NP_462119.1
1173,NP_460793.1,NP_462119.1
1174,NP_460947.1,NP_462119.1
1175,NP_462119.1,NP_462550.1
1176,NP_459237.1,NP_459621.1
1177,NP_459237.1,NP_459920.1
1178,NP_459237.1,NP_460213.1
1179,NP_459237.1,NP_460793.1
1180,NP_459237.1,NP_460947.1
1181,NP_459237.1,NP_462550.1
1182,NP_462327.1,NP_462345.1
1183,NP_462327.1,NP_462349.1
1184,NP_462327.1,NP_463015.1
1185,NP_462322.1,NP_462327.1
1186,NP_462254.1,NP_462327.1
1187,NP_462327.1,NP_462351.1
1188,NP_462327.1,NP_463252.1
1189,NP_462320.1,NP_462327.1
1190,NP_462327.1,NP_462338.1
1191,NP_459221.1,NP_462327.1
1192,NP_459956.1,NP_462327.1
1193,NP_460529.1,NP_462349.1
1194,NP_462349.1,NP_462917.1
1195,NP_460529.1,NP_463015.1
1196,NP_462917.1,NP_463015.1
1197,NP_460529.1,NP_462914.1
1198,NP_462914.1,NP_462917.1
1199,NP_459157.1,NP_460529.1
1200,NP_459157.1,NP_462917.1
1201,NP_462251.1,NP_462349.1
1202,NP_462251.1,NP_463015.1
1203,NP_459236.1,NP_462251.1
1204,NP_461359.1,NP_461984.1
1205,NP_459221.1,NP_461984.1
1206,NP_461984.1,NP_463385.1
1207,NP_459679.1,NP_461984.1
1208,NP_459017.1,NP_461984.1
1209,NP_460299.1,NP_463019.1
1210,NP_461311.1,NP_462349.1
1211,NP_461311.1,NP_463015.1
1212,NP_461311.1,NP_462338.1
1213,NP_461311.1,NP_463023.1
1214,NP_459729.1,NP_462320.1
1215,NP_459729.1,NP_462344.1
1216,NP_459729.1,NP_462341.1
1217,NP_459948.1,NP_462962.1
1218,NP_461581.1,NP_462962.1
1219,NP_462155.1,NP_462962.1
1220,NP_459948.1,NP_462962.1
1221,NP_461581.1,NP_462962.1
1222,NP_462155.1,NP_462962.1
1223,NP_460197.1,NP_462962.1
1224,NP_459017.1,NP_462962.1
1225,NP_461461.1,NP_461977.1
1226,NP_459499.1,NP_462737.1
1227,NP_462349.1,NP_462418.1
1228,NP_462418.1,NP_463015.1
1229,NP_461603.1,NP_462418.1
1230,NP_462418.1,NP_462807.1
1231,NP_462418.1,NP_462753.1
1232,NP_462284.1,NP_462418.1
1233,NP_462418.1,NP_463194.1
1234,NP_462006.1,NP_462418.1
1235,NP_460926.1,NP_462418.1
1236,NP_459081.1,NP_462418.1
1237,NP_459018.1,NP_462418.1
1238,NP_462322.1,NP_462740.1
1239,NP_459922.1,NP_462740.1
1240,NP_461436.1,NP_462740.1
1241,NP_459159.1,NP_462740.1
1242,NP_462193.3,NP_462740.1
1243,NP_459158.2,NP_462740.1
1244,NP_461583.1,NP_462740.1
1245,NP_460678.1,NP_462740.1
1246,NP_460176.1,NP_462740.1
1247,NP_460035.1,NP_462740.1
1248,NP_462642.1,NP_462740.1
1249,NP_462330.1,NP_462740.1
1250,NP_462351.1,NP_462740.1
1251,NP_462327.1,NP_462740.1
1252,NP_462320.1,NP_462740.1
1253,NP_462338.1,NP_462740.1
1254,NP_459221.1,NP_462740.1
1255,NP_459956.1,NP_462740.1
1256,NP_462344.1,NP_462740.1
1257,NP_462341.1,NP_462740.1
1258,NP_462740.1,NP_463019.1
1259,NP_462740.1,NP_462807.1
1260,NP_461587.1,NP_462740.1
1261,NP_462343.1,NP_462417.1
1262,NP_462344.1,NP_462417.1
1263,NP_462417.1,NP_463019.1
1264,NP_462195.1,NP_462417.1
1265,NP_459159.1,NP_462417.1
1266,NP_459158.2,NP_462417.1
1267,NP_462119.1,NP_462908.1
1268,NP_459319.1,NP_459375.1
1269,NP_459017.1,NP_459375.1
1270,NP_459375.1,NP_459478.1
1271,NP_459157.1,NP_460202.1
1272,NP_459157.1,NP_461766.1
1273,NP_462349.1,NP_462708.3
1274,NP_462708.3,NP_463015.1
1275,NP_462349.1,NP_462709.3
1276,NP_462709.3,NP_463015.1
1277,NP_462708.3,NP_463023.1
1278,NP_462709.3,NP_463023.1
1279,NP_462708.3,NP_463022.1
1280,NP_462709.3,NP_463022.1
1281,NP_462708.3,NP_462753.1
1282,NP_462709.3,NP_462753.1
1283,NP_462195.1,NP_462709.3
1284,NP_459948.1,NP_462709.3
1285,NP_461581.1,NP_462709.3
1286,NP_462155.1,NP_462709.3
1287,NP_459317.1,NP_462709.3
1288,NP_459974.1,NP_462709.3
1289,NP_460434.1,NP_462709.3
1290,NP_460490.1,NP_462709.3
1291,NP_460531.1,NP_462709.3
1292,NP_460946.1,NP_462709.3
1293,NP_461210.1,NP_462709.3
1294,NP_462284.1,NP_462708.3
1295,NP_462284.1,NP_462709.3
1296,NP_462006.1,NP_462709.3
1297,NP_462418.1,NP_462709.3
1298,NP_462455.1,NP_462709.3
1299,NP_462709.3,NP_463095.1
1300,NP_462708.3,NP_462709.3
1301,NP_462166.1,NP_462709.3
1302,NP_459138.1,NP_462708.3
1303,NP_459138.1,NP_462709.3
1304,NP_459922.1,NP_462709.3
1305,NP_462708.3,NP_462764.1
1306,NP_462709.3,NP_462764.1
1307,NP_460426.1,NP_462709.3
1308,NP_461515.1,NP_462349.1
1309,NP_461515.1,NP_463015.1
1310,NP_461515.1,NP_462327.1
1311,NP_459221.1,NP_461515.1
1312,NP_459446.1,NP_461515.1
1313,NP_462349.1,NP_462708.3
1314,NP_462708.3,NP_463015.1
1315,NP_462349.1,NP_462709.3
1316,NP_462709.3,NP_463015.1
1317,NP_462708.3,NP_462753.1
1318,NP_462709.3,NP_462753.1
1319,NP_462284.1,NP_462708.3
1320,NP_462284.1,NP_462709.3
1321,NP_462418.1,NP_462708.3
1322,NP_462708.3,NP_463095.1
1323,NP_459159.1,NP_462708.3
1324,NP_459159.1,NP_462709.3
1325,NP_462166.1,NP_462708.3
1326,NP_460426.1,NP_462708.3
1327,NP_459262.1,NP_460833.1
1328,NP_459262.1,NP_490553.1
1329,NP_459236.1,NP_460833.1
1330,NP_459236.1,NP_490553.1
1331,NP_460833.1,NP_462349.1
1332,NP_460833.1,NP_463015.1
1333,NP_462349.1,NP_490553.1
1334,NP_463015.1,NP_490553.1
1335,NP_460833.1,NP_462345.1
1336,NP_462345.1,NP_490553.1
1337,NP_459221.1,NP_460833.1
1338,NP_459221.1,NP_490553.1
1339,NP_460833.1,NP_463019.1
1340,NP_463019.1,NP_490553.1
1341,NP_460833.1,NP_463413.1
1342,NP_463413.1,NP_490553.1
1343,NP_460171.1,NP_460833.1
1344,NP_460171.1,NP_490553.1
1345,NP_459638.1,NP_460833.1
1346,NP_459638.1,NP_490553.1
1347,NP_459479.1,NP_460833.1
1348,NP_459479.1,NP_490553.1
1349,NP_462344.1,NP_463413.1
1350,NP_460264.1,NP_463413.1
1351,NP_459141.1,NP_463413.1
1352,NP_463023.1,NP_463413.1
1353,NP_462255.1,NP_463413.1
1354,NP_462843.1,NP_463413.1
1355,NP_463336.3,NP_463413.1
1356,NP_460171.1,NP_463413.1
1357,NP_459638.1,NP_463413.1
1358,NP_459479.1,NP_463413.1
1359,NP_459262.1,NP_463413.1
1360,NP_459236.1,NP_463413.1
1361,NP_462497.1,NP_463336.3
1362,NP_463119.1,NP_463336.3
1363,NP_460264.1,NP_463336.3
1364,NP_460673.1,NP_463336.3
1365,NP_459141.1,NP_463336.3
1366,NP_461012.1,NP_463336.3
1367,NP_462345.1,NP_463336.3
1368,NP_459221.1,NP_463336.3
1369,NP_462343.1,NP_463336.3
1370,NP_462344.1,NP_463336.3
1371,NP_462341.1,NP_463336.3
1372,NP_462843.1,NP_463336.3
1373,NP_462976.1,NP_463336.3
1374,NP_459446.1,NP_463336.3
1375,NP_460171.1,NP_463336.3
1376,NP_459638.1,NP_463336.3
1377,NP_459219.1,NP_463336.3
1378,NP_459479.1,NP_463336.3
1379,NP_459262.1,NP_463336.3
1380,NP_459017.1,NP_463336.3
1381,NP_459236.1,NP_463336.3
1382,NP_459922.1,NP_463336.3
1383,NP_460777.1,NP_463336.3
1384,NP_459141.1,NP_460171.1
1385,NP_460171.1,NP_462345.1
1386,NP_460171.1,NP_462344.1
1387,NP_460171.1,NP_463019.1
1388,NP_459638.1,NP_460171.1
1389,NP_459479.1,NP_460171.1
1390,NP_459236.1,NP_460171.1
1391,NP_459157.1,NP_460171.1
1392,NP_462310.1,NP_462343.1
1393,NP_460031.1,NP_460537.1
1394,NP_460031.1,NP_460719.1
1395,NP_460536.1,NP_460537.1
1396,NP_460536.1,NP_460719.1
1397,NP_460537.1,NP_460720.1
1398,NP_460719.1,NP_460720.1
1399,NP_462166.1,NP_462349.1
1400,NP_462166.1,NP_463015.1
1401,NP_461310.1,NP_462166.1
1402,NP_462166.1,NP_462418.1
1403,NP_459017.1,NP_462166.1
1404,NP_460536.1,NP_460537.1
1405,NP_460537.1,NP_460720.1
1406,NP_460536.1,NP_460719.1
1407,NP_460719.1,NP_460720.1
1408,NP_460537.1,NP_460538.1
1409,NP_460538.1,NP_460719.1
1410,NP_460718.1,NP_460719.1
1411,NP_460536.1,NP_460538.1
1412,NP_460538.1,NP_460720.1
1413,NP_460718.1,NP_460720.1
1414,NP_459417.1,NP_461750.1
1415,NP_459417.1,NP_462349.1
1416,NP_459417.1,NP_463015.1
1417,NP_459417.1,NP_462807.1
1418,NP_459417.1,NP_462753.1
1419,NP_459417.1,NP_462284.1
1420,NP_459417.1,NP_459446.1
1421,NP_459417.1,NP_459922.1
1422,NP_459417.1,NP_460708.1
1423,NP_459157.1,NP_459417.1
1424,NP_459443.1,NP_461422.1
1425,NP_459017.1,NP_461422.1
1426,NP_459131.1,NP_461584.1
1427,NP_459157.1,NP_462543.1
1428,NP_460537.1,NP_462349.1
1429,NP_460719.1,NP_462349.1
1430,NP_460537.1,NP_463015.1
1431,NP_460719.1,NP_463015.1
1432,NP_460536.1,NP_460537.1
1433,NP_460536.1,NP_460719.1
1434,NP_460537.1,NP_460720.1
1435,NP_460719.1,NP_460720.1
1436,NP_460538.1,NP_461974.1
1437,NP_460718.1,NP_461974.1
1438,NP_460044.1,NP_460538.1
1439,NP_460044.1,NP_460718.1
1440,NP_460538.1,NP_460719.1
1441,NP_460537.1,NP_460718.1
1442,NP_460718.1,NP_460719.1
1443,NP_460536.1,NP_460718.1
1444,NP_460538.1,NP_460720.1
1445,NP_460718.1,NP_460720.1
1446,NP_460538.1,NP_460775.1
1447,NP_460718.1,NP_460775.1
1448,NP_460536.1,NP_462349.1
1449,NP_460536.1,NP_463015.1
1450,NP_460720.1,NP_462349.1
1451,NP_460720.1,NP_463015.1
1452,NP_460536.1,NP_462610.1
1453,NP_460720.1,NP_462610.1
1454,NP_460536.1,NP_461750.1
1455,NP_460720.1,NP_461750.1
1456,NP_460536.1,NP_462284.1
1457,NP_460720.1,NP_462284.1
1458,NP_459018.1,NP_460536.1
1459,NP_459018.1,NP_460720.1
1460,NP_462172.1,NP_462349.1
1461,NP_462172.1,NP_463015.1
1462,NP_462119.1,NP_462172.1
1463,NP_459317.1,NP_462117.1
1464,NP_460434.1,NP_462117.1
1465,NP_460531.1,NP_462117.1
1466,NP_460434.1,NP_462117.1
1467,NP_460490.1,NP_462117.1
1468,NP_460531.1,NP_462117.1
1469,NP_460946.1,NP_462117.1
1470,NP_461210.1,NP_462117.1
1471,NP_460044.1,NP_462117.1
1472,NP_459158.2,NP_462117.1
1473,NP_459157.1,NP_462117.1
1474,NP_460288.1,NP_461873.1
1475,NP_460156.1,NP_461873.1
1476,NP_461873.1,NP_462195.1
1477,NP_461354.1,NP_461873.1
1478,NP_459232.1,NP_461873.1
1479,NP_459017.1,NP_461873.1
1480,NP_460563.1,NP_462349.1
1481,NP_460563.1,NP_463015.1
1482,NP_460563.1,NP_463019.1
1483,NP_459141.1,NP_462349.1
1484,NP_459141.1,NP_463015.1
1485,NP_459141.1,NP_462601.1
1486,NP_459141.1,NP_462807.1
1487,NP_459141.1,NP_462284.1
1488,NP_459141.1,NP_460771.1
1489,NP_459141.1,NP_462006.1
1490,NP_459141.1,NP_460300.3
1491,NP_459141.1,NP_462170.1
1492,NP_459017.1,NP_459141.1
1493,NP_459141.1,NP_459950.1
1494,NP_459446.1,NP_462601.1
1495,NP_460303.1,NP_460304.1
1496,NP_462743.1,NP_462773.1
1497,NP_459158.2,NP_462772.3
1498,NP_459157.1,NP_462772.3
1499,NP_459159.1,NP_462695.1
1500,NP_459157.1,NP_462695.1
1501,NP_460906.1,NP_462343.1
1502,NP_459722.1,NP_460906.1
1503,NP_460906.1,NP_462327.1
1504,NP_460906.1,NP_462320.1
1505,NP_460906.1,NP_462338.1
1506,NP_460906.1,NP_462344.1
1507,NP_460906.1,NP_463019.1
1508,NP_459071.1,NP_459072.1
1509,NP_462117.1,NP_463222.1
1510,NP_461583.1,NP_463222.1
1511,NP_460678.1,NP_463222.1
1512,NP_460035.1,NP_463222.1
1513,NP_463222.1,NP_463229.1
1514,NP_462349.1,NP_463222.1
1515,NP_463015.1,NP_463222.1
1516,NP_459443.1,NP_463222.1
1517,NP_459400.1,NP_463222.1
1518,NP_462642.1,NP_463222.1
1519,NP_462582.1,NP_463222.1
1520,NP_459141.1,NP_463222.1
1521,NP_462322.1,NP_463222.1
1522,NP_462320.1,NP_463222.1
1523,NP_462338.1,NP_463222.1
